学号,individual_report
pjxyqwbk804,"【学业发展诊断建议书】
学号：pjxyqwbk804 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【特征标签】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议维持当前状态，鼓励其在保持【特征标签】优势的同时，进一步优化在【本科生综合测评】维度的表现。"
pjxyqwbk806,"【学业发展诊断建议书】
学号：pjxyqwbk806 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk807,"【学业发展诊断建议书】
学号：pjxyqwbk807 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk808,"【学业发展诊断建议书】
学号：pjxyqwbk808 | 诊断画像：非传统学习型 | 演化轨迹：持续优良型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：该生行为模式稳定，但在评价体系中触发了【高危稳态偏离】。 系统判定的风险概率极高，达到 0.883。虽在【奖学金获奖】上极其自律，但由于完全偏离了【本科生综合测评】等关键考核指标，导致学业轨迹出现结构性偏差。

3. 诊断结论：系统判定风险概率为 0.883。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议关注该生是否存在‘盲目自律’，需引导其将精力回归至【本科生综合测评】，确保能顺利达成学业目标。"
pjxyqwbk810,"【学业发展诊断建议书】
学号：pjxyqwbk810 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【student】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【student】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【student】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk812,"【学业发展诊断建议书】
学号：pjxyqwbk812 | 诊断画像：非传统学习型 | 演化轨迹：持续优良型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【student】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：建议维持当前状态，鼓励其在保持【student】优势的同时，进一步优化在【四六级】维度的表现。"
pjxyqwbk813,"【学业发展诊断建议书】
学号：pjxyqwbk813 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk814,"【学业发展诊断建议书】
学号：pjxyqwbk814 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.844。该生在【student】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.844。核心归因为【综合偏差】，当前学业薄弱点为【学生签到】。

4. 干预建议：建议维持当前状态，鼓励其在保持【student】优势的同时，进一步优化在【学生签到】维度的表现。"
pjxyqwbk815,"【学业发展诊断建议书】
学号：pjxyqwbk815 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【特征标签】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【特征标签】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk818,"【学业发展诊断建议书】
学号：pjxyqwbk818 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体测数据】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体测数据】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk824,"【学业发展诊断建议书】
学号：pjxyqwbk824 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk826,"【学业发展诊断建议书】
学号：pjxyqwbk826 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【特征标签】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：建议维持当前状态，鼓励其在保持【特征标签】优势的同时，进一步优化在【四六级】维度的表现。"
pjxyqwbk828,"【学业发展诊断建议书】
学号：pjxyqwbk828 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【作业提交】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议维持当前状态，鼓励其在保持【作业提交】优势的同时，进一步优化在【讨论记录】维度的表现。"
pjxyqwbk829,"【学业发展诊断建议书】
学号：pjxyqwbk829 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk830,"【学业发展诊断建议书】
学号：pjxyqwbk830 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.917）。其在【体测数据】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.917。核心归因为【综合偏差】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体测数据】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk831,"【学业发展诊断建议书】
学号：pjxyqwbk831 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.905。该生在【图书馆】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.905。核心归因为【综合偏差】，当前学业薄弱点为【体育课】。

4. 干预建议：建议维持当前状态，鼓励其在保持【图书馆】优势的同时，进一步优化在【体育课】维度的表现。"
pjxyqwbk834,"【学业发展诊断建议书】
学号：pjxyqwbk834 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk835,"【学业发展诊断建议书】
学号：pjxyqwbk835 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk838,"【学业发展诊断建议书】
学号：pjxyqwbk838 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【student】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【student】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【student】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk839,"【学业发展诊断建议书】
学号：pjxyqwbk839 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【体育课】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议维持当前状态，鼓励其在保持【体育课】优势的同时，进一步优化在【本科生综合测评】维度的表现。"
pjxyqwbk844,"【学业发展诊断建议书】
学号：pjxyqwbk844 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.926）。其在【奖学金获奖】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.926。核心归因为【综合偏差】，当前学业薄弱点为【奖学金获奖】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【奖学金获奖】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk845,"【学业发展诊断建议书】
学号：pjxyqwbk845 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk855,"【学业发展诊断建议书】
学号：pjxyqwbk855 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk856,"【学业发展诊断建议书】
学号：pjxyqwbk856 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk859,"【学业发展诊断建议书】
学号：pjxyqwbk859 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk862,"【学业发展诊断建议书】
学号：pjxyqwbk862 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【student】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议维持当前状态，鼓励其在保持【student】优势的同时，进一步优化在【特征标签】维度的表现。"
pjxyqwbk864,"【学业发展诊断建议书】
学号：pjxyqwbk864 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.846。该生在【portrait】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.846。核心归因为【综合偏差】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议维持当前状态，鼓励其在保持【portrait】优势的同时，进一步优化在【社团活动】维度的表现。"
pjxyqwbk865,"【学业发展诊断建议书】
学号：pjxyqwbk865 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【student】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议维持当前状态，鼓励其在保持【student】优势的同时，进一步优化在【讨论记录】维度的表现。"
pjxyqwbk866,"【学业发展诊断建议书】
学号：pjxyqwbk866 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk868,"【学业发展诊断建议书】
学号：pjxyqwbk868 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.846。该生在【学科竞赛】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.846。核心归因为【综合偏差】，当前学业薄弱点为【学生签到】。

4. 干预建议：建议维持当前状态，鼓励其在保持【学科竞赛】优势的同时，进一步优化在【学生签到】维度的表现。"
pjxyqwbk869,"【学业发展诊断建议书】
学号：pjxyqwbk869 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk870,"【学业发展诊断建议书】
学号：pjxyqwbk870 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk871,"【学业发展诊断建议书】
学号：pjxyqwbk871 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.861）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.861。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk872,"【学业发展诊断建议书】
学号：pjxyqwbk872 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体测数据】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体测数据】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk879,"【学业发展诊断建议书】
学号：pjxyqwbk879 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【日常锻炼】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【日常锻炼】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【日常锻炼】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk884,"【学业发展诊断建议书】
学号：pjxyqwbk884 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【本科生综合测评】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议维持当前状态，鼓励其在保持【本科生综合测评】优势的同时，进一步优化在【成绩】维度的表现。"
pjxyqwbk885,"【学业发展诊断建议书】
学号：pjxyqwbk885 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.944。该生在【奖学金获奖】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.944。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【体测数据】。

4. 干预建议：建议维持当前状态，鼓励其在保持【奖学金获奖】优势的同时，进一步优化在【体测数据】维度的表现。"
pjxyqwbk889,"【学业发展诊断建议书】
学号：pjxyqwbk889 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【特征标签】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【特征标签】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk893,"【学业发展诊断建议书】
学号：pjxyqwbk893 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.918）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.918。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk895,"【学业发展诊断建议书】
学号：pjxyqwbk895 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk896,"【学业发展诊断建议书】
学号：pjxyqwbk896 | 诊断画像：平衡型稳健生 | 演化轨迹：行为波动型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【图书馆】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【学生签到】。

4. 干预建议：建议维持当前状态，鼓励其在保持【图书馆】优势的同时，进一步优化在【学生签到】维度的表现。"
pjxyqwbk899,"【学业发展诊断建议书】
学号：pjxyqwbk899 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk900,"【学业发展诊断建议书】
学号：pjxyqwbk900 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.835）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.835。核心归因为【综合偏差】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
pjxyqwbk901,"【学业发展诊断建议书】
学号：pjxyqwbk901 | 诊断画像：平衡型稳健生 | 演化轨迹：低活跃型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
