学号,full_report
pjxyqwbj591,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj591，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.863。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Evaluation_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbj608,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj608，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.849。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Evaluation_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj611,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj611，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.848。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj615,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj615，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.855。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj616,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj616，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.922。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Tags_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj617,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj617，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.894。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学生签到_特征向量.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 基本信息，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在基本信息方面的具体困难。"
pjxyqwbj622,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj622，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.886。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj625,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj625，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.954。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj630,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj630，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbj634,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj634，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.855。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj642,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj642，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.849。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 社团活动_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 基本信息，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在基本信息方面的具体困难。"
pjxyqwbj646,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj646，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.895。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj662,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj662，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.973。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体育课_特征向量_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 基本信息，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在基本信息方面的具体困难。"
pjxyqwbj665,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj665，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.872。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj673,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj673，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.91。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Tags_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Tags_vector.csv方面的具体困难。"
pjxyqwbj727,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj727，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.861。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbj732,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj732，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.834。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj763,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj763，当前画像属于 自律 型。
画像深描：【学业游离型预警】注意：该生目前虽然标记为自律画像，但模型检测到其核心成绩指标或线上学习参与度存在断层。这部分同学正处于学业危险边缘，需重点关注其是否逐渐脱离校园正常轨道。

预警判定：当前学业风险分值为 0.971。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Evaluation_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbj764,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj764，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.802。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Evaluation_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 四六级_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在四六级_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj773,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj773，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.933。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 dorm 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj789,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj789，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.941。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学生签到_特征向量.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbj820,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj820，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.821。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Tags_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Tags_vector.csv方面的具体困难。"
pjxyqwbj821,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj821，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.837。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj833,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj833，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.865。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 学生签到_特征向量.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj836,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj836，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.976。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 图书馆_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj847,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj847，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.809。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Tags_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbj868,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj868，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.897。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 体测数据_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj876,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj876，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.863。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 Scholarship_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj883,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj883，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.981。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 成绩，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在成绩方面的具体困难。"
pjxyqwbj903,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj903，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.982。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Portrait_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Portrait_vector.csv方面的具体困难。"
pjxyqwbj904,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj904，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.804。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj907,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj907，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.97。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 体能 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 学生签到_特征向量.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在学生签到_特征向量.csv方面的具体困难。"
pjxyqwbj928,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj928，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.817。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 作业提交 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj945,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj945，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.844。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 成绩 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj946,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj946，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.905。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 学科竞赛 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体测数据_特征轨迹_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体测数据_特征轨迹_vector.xlsx方面的具体困难。"
pjxyqwbj947,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj947，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.951。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 Portrait_vector.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj950,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj950，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.852。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体育课_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体育课_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj958,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj958，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.86。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbj965,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj965，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.877。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Evaluation_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Evaluation_vector.csv方面的具体困难。"
pjxyqwbj966,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj966，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 学生签到_特征向量.csv 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 Portrait_vector.csv，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在Portrait_vector.csv方面的具体困难。"
pjxyqwbj971,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj971，当前画像属于 规范 型。
画像深描：基础画像学生

预警判定：当前学业风险分值为 0.921。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 student_behavior_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 讨论记录_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在讨论记录_特征向量_vector.xlsx方面的具体困难。"
pjxyqwbj977,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj977，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 1.0。AI 诊断结论：经过模型深度对比，该生当前表现为【行为轨迹发生显著漂移】。

具体行为表现：
> * 优势点：该生在 成绩 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 体能，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在体能方面的具体困难。"
pjxyqwbj988,"【学业发展诊断建议书】
基本信息：学生学号 pjxyqwbj988，当前画像属于 稳健 型。
画像深描：【平衡型稳健生】该生是校园生态的‘基本盘’。各项行为特征高度趋近均值中心，各方面均衡、情绪稳定且行为风险极低，是学校管理中最让人放心的‘稳健派’。

预警判定：当前学业风险分值为 0.998。AI 诊断结论：经过模型深度对比，该生当前表现为【综合偏差】。

具体行为表现：
> * 优势点：该生在 体测数据_特征轨迹_vector.xlsx 方面表现较好，展现出一定的行为韧性，建议继续保持。
> * 薄弱项：风险主要集中在 社团活动_特征向量_vector.xlsx，需重点关注该指标的动态偏移情况。

干预建议：该生风险极高，建议辅导员在48小时内进行深度访谈，重点核查其在社团活动_特征向量_vector.xlsx方面的具体困难。"
